active_member,employment_profile,gender,age,income,credit_history,existing_loans,loan_amount,loan_tenure_months,LTV_ratio,profile_score,Credit_Score
No,Salaried,Female,19,15000,562,4,62262,39,57.956159494945624,87,535
No,Self-Employed,Male,30,52000,26,0,150000,117,66.24937632133678,27,300
No,Self-Employed,Male,67,79000,379,2,67696,68,84.80265958822784,43,430
No,Salaried,Male,26,33000,447,2,150000,61,57.04149346493791,89,431
No,Self-Employed,Male,62,54000,485,1,110998,25,95,27,403
No,Self-Employed,Male,27,54000,581,6,111481,125,53.085119617472614,100,640
Yes,Unemployed,Female,33,60000,121,7,102859,92,64.13191831268102,100,689
Yes,Salaried,Male,58,151000,254,8,76172,321,72.48721591272974,100,751
No,Self-Employed,Female,50,69000,151,1,146173,101,79.90172301128632,38,377
No,Salaried,Female,58,67000,179,0,37884,94,54.76919227037723,62,316
No,Salaried,Female,63,34000,205,2,130951,47,95,31,410
Yes,Student,Female,28,34000,199,7,97419,166,59.559152792725754,100,731
No,Self-Employed,Female,21,28000,371,1,44459,108,82.07229441233655,47,393
No,Self-Employed,Other,43,128000,200,4,73685,93,66.32953109975738,93,538
No,Unemployed,Male,27,20000,390,1,56203,105,75.56610150224864,41,360
Yes,Self-Employed,Female,24,24000,479,8,72580,312,55.939473593025085,92,786
Yes,Student,Female,25,24000,59,8,48228,94,62.518704465674574,98,777
No,Salaried,Other,46,31000,213,4,73268,107,58.061130531746386,91,531
No,Self-Employed,Male,48,117000,290,6,150000,95,74.73313599,100,637
No,Salaried,Female,22,41000,28,6,150000,262,50.58321161740339,92,645
No,Salaried,Female,27,74000,592,0,92324,77,51.25087836095811,66,303
No,Salaried,Male,43,24000,69,0,76885,112,95,39,300
No,Salaried,Female,68,158000,213,4,127220,26,74.67684135,93,548
No,Salaried,Female,20,51000,609,3,150000,97,52.609682897071444,90,493
No,Salaried,Female,55,104000,586,5,150000,323,77.20876295559516,94,601
Yes,Unemployed,Male,63,52000,99,8,28310,133,47.33859593270401,92,789
No,Salaried,Male,54,59000,137,3,150000,97,93.57791764555748,68,468
No,Freelancer,Female,40,50000,492,2,150000,115,73.02115591,75,421
No,Salaried,Male,18,24000,462,3,45280,106,84.00648273471197,85,519
No,Self-Employed,Female,58,90000,183,2,150000,107,93.90627964077575,51,418
Yes,Salaried,Female,46,46000,580,7,88039,319,40,90,708
No,Self-Employed,Female,61,72000,80,4,150000,31,61.47079145152456,94,550
Yes,Salaried,Male,29,49000,418,10,150000,318,73.65233152653167,97,850
No,Self-Employed,Female,54,144000,547,6,129453,162,59.61755363441046,100,630
No,Self-Employed,Female,55,99000,51,0,112402,46,95,10,311
Yes,Salaried,Male,36,104000,263,9,150000,294,44.324599443357144,100,848
No,Freelancer,Female,31,19000,393,0,31192,97,95,25,317
No,Salaried,Female,68,78000,17,1,102419,64,66.03545052702856,71,365
No,Student,Male,33,32000,357,1,112386,87,74.13464457434971,44,395
No,Self-Employed,Male,35,96000,153,0,65129,110,61.94084169937023,44,300
Yes,Self-Employed,Female,41,46000,88,7,137408,65,61.098824617844826,100,712
Yes,Salaried,Male,36,97000,558,9,150000,342,78.48311206743173,100,814
Yes,Self-Employed,Female,64,71000,430,6,117388,225,57.58223958609168,96,679
Yes,Salaried,Female,61,78000,196,7,123533,157,68.14485923986794,100,685
No,Unemployed,Other,32,33000,433,6,97410,64,71.48163797283144,96,638
No,Salaried,Female,70,127000,457,4,69126,92,85.33153542,90,547
No,Student,Male,29,39000,19,2,51816,110,59.79070745379421,55,445
Yes,Salaried,Female,22,32000,194,8,67581,73,40,100,764
No,Salaried,Female,54,91000,149,2,70321,24,73.00319714697835,53,427
No,Salaried,Female,30,42000,184,5,150000,236,95,64,603
Yes,Salaried,Other,49,129000,494,8,150000,279,40,91,787
No,Salaried,Male,28,45000,470,6,150000,179,77.83932528173035,100,642
No,Salaried,Male,67,186000,201,2,150000,27,95,67,456
No,Salaried,Male,55,160000,270,5,150000,239,62.845536349668066,98,613
No,Freelancer,Female,68,79000,184,5,150000,344,51.22054069120034,100,614
No,Self-Employed,Female,47,80000,461,2,150000,14,83.36230133812958,30,426
Yes,Salaried,Male,51,57000,360,7,95127,193,83.43696322628377,100,689
No,Salaried,Other,44,119000,570,3,136760,84,90.28635762841523,62,497
Yes,Salaried,Male,24,47000,232,6,147168,357,62.172951046344615,100,657
No,Student,Male,20,56000,595,2,120386,113,95,13,456
Yes,Salaried,Female,70,106000,59,10,128464,239,40,99,850
No,Salaried,Female,30,62000,159,6,35737,256,92.93184935414709,91,631
No,Self-Employed,Male,66,81000,333,5,69762,322,77.76424582138631,89,601
Yes,Salaried,Male,66,99000,528,7,150000,117,50.78706720171082,95,700
Yes,Freelancer,Female,24,43000,82,9,77558,252,40,100,805
No,Salaried,Female,58,73000,348,3,150000,21,52.55268937965521,100,515
No,Salaried,Male,45,103000,322,4,150000,84,70.69806460944221,98,560
No,Self-Employed,Female,39,31000,429,4,79418,57,66.94048142175772,92,571
Yes,Salaried,Female,67,177000,347,9,150000,106,40,90,822
Yes,Self-Employed,Female,43,105000,36,6,150000,282,75.82225374649721,92,669
Yes,Self-Employed,Male,26,28000,585,7,111057,102,76.93056978325376,93,693
No,Salaried,Female,33,60000,365,1,116630,22,86.08298089536486,46,369
Yes,Self-Employed,Female,28,63000,584,8,150000,152,40,100,740
Yes,Salaried,Male,70,207000,244,6,110232,218,82.58217714151573,100,675
Yes,Salaried,Female,59,141000,266,10,117749,136,44.82944572609726,100,850
Yes,Unemployed,Male,30,39000,18,8,78630,169,67.28471432067768,95,740
No,Salaried,Male,67,34000,193,5,146664,332,58.560722182544744,91,610
No,Freelancer,Female,29,78000,44,5,129065,299,80.94877851072923,94,624
No,Student,Male,39,60000,599,0,114087,13,65.38755447775438,18,300
No,Salaried,Female,55,126000,166,6,150000,329,63.41967026927115,100,632
No,Unemployed,Male,55,44000,67,0,119250,70,95,1,300
Yes,Freelancer,Female,27,31000,428,6,62475,354,57.528494381175854,100,680
Yes,Self-Employed,Other,62,65000,563,7,86088,152,85.07706186409504,77,693
No,Freelancer,Male,44,78000,438,0,61576,91,95,0,300
Yes,Salaried,Male,39,108000,78,10,107162,336,48.492196681959356,100,850
No,Self-Employed,Female,45,111000,324,2,150000,91,95,35,443
No,Self-Employed,Female,54,75000,146,3,150000,85,94.23148877017242,63,476
No,Salaried,Female,64,91000,183,1,84558,115,95,42,370
No,Freelancer,Female,42,64000,553,3,41664,61,66.18380827,91,518
No,Self-Employed,Male,41,57000,27,2,147804,112,53.02633613722435,90,420
No,Salaried,Male,44,84000,474,2,150000,110,68.01000715788042,63,423
Yes,Salaried,Male,59,77000,215,8,73614,262,80.16811045889645,90,757
Yes,Salaried,Female,42,48000,299,6,128276,350,63.060211475621784,100,661
No,Unemployed,Male,20,16000,251,2,44386,33,72.7841653,57,459
No,Salaried,Female,28,58000,558,0,99929,78,95,38,300
No,Salaried,Male,46,72000,399,2,72451,67,95,61,450
No,Self-Employed,Other,36,53000,449,2,150000,115,55.679707643543395,70,420
No,Salaried,Other,65,169000,529,5,74777,336,95,77,614
No,Salaried,Female,24,37000,55,4,47392,71,92.81192755970972,72,543
Yes,Salaried,Other,69,111000,145,6,150000,205,52.13055268119093,99,677
No,Self-Employed,Male,56,123000,593,1,146743,73,60.73760253512157,47,394
No,Self-Employed,Male,67,153000,344,2,129614,103,90.26288543,50,422
No,Salaried,Female,28,59000,257,0,150000,22,63.386733654502066,68,300
Yes,Salaried,Female,31,41000,236,8,150000,277,49.43871472391116,98,775
No,Salaried,Female,40,52000,191,5,150000,213,94.34779371886123,70,620
Yes,Salaried,Female,46,104000,216,6,150000,75,55.69805961600182,92,667
No,Self-Employed,Male,70,204000,20,3,150000,32,65.9437504,60,496
No,Self-Employed,Female,25,25000,568,1,53435,40,50.73615954836248,73,373
No,Freelancer,Male,26,27000,506,2,22428,90,82.74255961671832,50,418
No,Salaried,Female,25,18000,364,4,9883,12,78.92837648953319,94,561
No,Salaried,Female,37,93000,531,5,83726,266,82.14012138097065,93,603
No,Salaried,Female,24,27000,299,0,39331,45,76.90918066231072,60,300
No,Salaried,Female,55,109000,72,3,135661,102,84.45965414674365,60,498
No,Student,Male,44,72000,191,4,132777,96,59.35793465,82,543
No,Salaried,Male,28,40000,516,2,73612,50,95,45,410
Yes,Salaried,Male,64,68000,210,7,150000,271,50.37419738460114,93,723
No,Salaried,Male,23,56000,401,0,141170,63,95,37,351
No,Freelancer,Male,41,97000,94,0,123848,66,58.55372390208819,48,349
No,Salaried,Male,55,70000,363,0,52154,46,81.29577915029871,23,313
No,Freelancer,Male,20,41000,90,3,58638,119,78.82790640795302,59,514
No,Freelancer,Male,51,60000,503,6,91855,286,95,87,643
No,Self-Employed,Male,57,165000,189,4,150000,46,95,56,523
No,Unemployed,Male,18,28000,173,1,37484,70,93.19798434430143,21,390
No,Salaried,Female,37,59000,172,1,150000,117,86.40310085269425,44,389
No,Self-Employed,Female,54,126000,363,6,116671,235,69.31424921135766,93,650
Yes,Self-Employed,Female,57,163000,501,7,76442,204,68.57968480314497,100,706
No,Salaried,Female,23,17000,335,3,52209,23,68.04739533,92,494
No,Self-Employed,Male,59,59000,304,0,150000,117,60.68124865967589,45,300
No,Freelancer,Male,42,37000,31,4,150000,104,95,55,563
No,Salaried,Other,55,141000,183,5,107128,333,81.70455499730417,95,610
Yes,Self-Employed,Female,55,75000,104,6,150000,202,50.45258094202744,100,654
No,Salaried,Male,46,64000,115,1,83732,73,95,54,383
Yes,Self-Employed,Female,66,35000,138,8,40734,268,53.492799446985906,100,782
No,Freelancer,Male,43,50000,75,1,108307,103,68.46774702853382,43,364
No,Salaried,Male,31,35000,605,5,126106,110,52.073271364785995,100,578
No,Self-Employed,Male,51,79000,73,1,69099,42,61.54611977417504,79,364
Yes,Salaried,Male,43,58000,136,9,91962,199,66.17515835670761,100,814
Yes,Self-Employed,Female,19,11000,464,7,57007,198,65.43199221092912,100,707
No,Student,Female,26,47000,375,4,150000,68,68.65018879341389,63,560
Yes,Salaried,Female,54,110000,285,9,150000,242,72.62433798960701,100,809
Yes,Salaried,Female,70,182000,533,10,103971,97,56.099238570270316,94,850
No,Salaried,Female,62,44000,450,5,142372,111,74.28542351877347,100,589
No,Self-Employed,Male,26,46000,255,0,78423,35,73.10546038828367,43,300
Yes,Salaried,Female,66,168000,331,10,135315,324,44.31909117085659,100,850
Yes,Freelancer,Female,60,56000,104,8,145840,228,67.15825311,93,780
No,Self-Employed,Male,28,59000,6,3,150000,112,66.65457135584055,85,508
Yes,Self-Employed,Male,19,47000,429,8,142344,131,53.481949253294935,98,778
No,Self-Employed,Other,55,143000,90,3,95461,82,82.77571729842221,45,477
No,Self-Employed,Female,21,28000,143,2,48333,49,95,31,442
No,Salaried,Male,54,37000,369,1,116702,51,93.09621874918977,39,377
No,Student,Female,34,22000,384,5,78293,191,94.54820315384387,70,624
No,Freelancer,Male,40,55000,296,0,80971,30,52.795387866553796,47,332
No,Salaried,Female,49,85000,179,2,64735,90,51.51578797458722,75,439
No,Student,Female,21,19000,216,5,74305,75,85.46659503455412,70,585
No,Freelancer,Female,40,49000,151,4,49536,16,74.24388794826993,82,521
No,Salaried,Female,38,92000,305,4,54620,80,95,71,556
Yes,Salaried,Female,26,58000,274,9,95979,125,65.33442319665434,100,843
Yes,Salaried,Female,25,45000,238,6,150000,95,74.9188525,90,662
Yes,Self-Employed,Female,59,36000,476,6,86956,98,95,89,675
Yes,Self-Employed,Female,61,152000,287,7,150000,215,59.03818922,92,733
No,Self-Employed,Other,59,82000,381,0,150000,40,82.28328976408126,22,300
Yes,Self-Employed,Female,19,34000,384,7,38681,126,55.628225475586206,100,710
Yes,Salaried,Male,68,88000,235,10,58443,249,48.33133862383799,92,850
No,Unemployed,Male,36,92000,240,1,150000,60,88.27374050271398,21,370
No,Self-Employed,Male,29,28000,478,0,102017,57,59.95508236,65,342
No,Unemployed,Female,32,62000,483,0,54728,16,54.46194784882775,60,322
Yes,Self-Employed,Other,22,34000,256,9,125537,140,40,90,795
No,Self-Employed,Male,19,25000,135,3,15765,33,95,34,508
No,Salaried,Other,39,23000,52,3,28493,41,63.854395570595656,69,465
No,Student,Female,42,52000,568,1,150000,23,52.48196030314796,45,378
No,Self-Employed,Female,62,34000,27,3,145020,85,69.00032840968296,75,486
Yes,Self-Employed,Male,64,131000,63,10,150000,116,56.24947420034535,100,850
No,Self-Employed,Other,64,63000,76,2,36261,110,51.895933895148836,94,426
Yes,Salaried,Male,65,163000,31,9,150000,133,65.55736423604357,100,842
No,Self-Employed,Male,64,33000,287,3,98268,36,89.43492280690162,36,477
No,Freelancer,Male,70,173000,569,3,148857,80,75.33577217,60,469
Yes,Salaried,Female,62,185000,265,7,143456,81,49.05670376115487,94,709
No,Salaried,Female,24,58000,342,0,129035,38,53.03162571257088,78,300
No,Self-Employed,Male,50,64000,525,6,150000,125,63.407978200838144,100,634
Yes,Salaried,Male,18,13000,72,7,59332,328,40,91,735
Yes,Self-Employed,Female,38,40000,551,10,118182,350,53.6302069,92,850
Yes,Unemployed,Male,27,59000,446,8,123393,71,43.358470309606375,100,786
Yes,Salaried,Female,64,156000,490,10,139653,180,78.41233381725834,100,850
No,Salaried,Male,59,48000,132,3,58112,30,91.35751546,48,496
No,Self-Employed,Female,40,41000,203,5,150000,107,95,78,586
No,Freelancer,Male,36,70000,517,4,150000,104,57.23659344,86,541
Yes,Salaried,Female,37,83000,466,6,100530,182,95,92,673
No,Salaried,Female,46,56000,544,4,62813,43,66.53614605,86,565
Yes,Salaried,Male,60,53000,358,6,64429,95,73.82313010250077,100,663
Yes,Salaried,Female,22,50000,473,9,128315,329,50.91741457494352,100,802
Yes,Salaried,Male,60,101000,318,8,150000,226,48.000378144354826,100,761
No,Freelancer,Female,25,60000,424,2,112777,99,70.04996374561952,68,436
No,Salaried,Male,40,34000,17,3,112867,118,74.50826890541201,75,507
No,Salaried,Male,58,137000,488,4,87473,90,95,68,533
No,Freelancer,Female,18,30000,225,5,68362,102,80.20364662172345,100,626
No,Salaried,Male,63,106000,164,2,91184,104,83.24193488657102,51,414
Yes,Salaried,Male,23,57000,535,9,121919,196,40,95,811
Yes,Salaried,Female,51,142000,366,10,93011,165,46.77548478554516,100,850
Yes,Salaried,Female,43,31000,476,7,88923,242,47.42583105462141,92,737
No,Salaried,Other,34,79000,146,3,132584,100,62.653188060324275,98,482
Yes,Salaried,Female,66,138000,518,10,94254,257,79.37108938990974,90,850
No,Student,Female,43,46000,279,3,62120,68,51.50274932799587,67,491
Yes,Salaried,Female,69,109000,611,10,147599,253,45.153175727108035,100,850
No,Student,Female,33,63000,71,0,134436,94,65.86717814052446,44,327
No,Salaried,Female,64,149000,357,1,150000,18,81.79586947613416,71,394
Yes,Self-Employed,Female,29,40000,96,8,143120,82,75.583237,100,763
No,Salaried,Other,70,121000,522,1,150000,106,87.19350933011182,47,384
No,Salaried,Other,22,23000,415,4,82786,21,93.81113524,88,552
No,Salaried,Male,22,52000,592,5,150000,354,92.70568034226316,68,623
No,Self-Employed,Female,35,38000,455,0,107434,81,85.78151424587426,6,300
No,Salaried,Male,50,30000,452,2,104533,107,56.42292148873617,79,427
No,Student,Male,45,126000,462,3,116142,67,65.03180150050015,67,519
No,Salaried,Male,67,130000,521,5,114663,38,80.72210779723923,100,575
Yes,Salaried,Female,52,143000,557,10,110668,244,40,94,850
No,Salaried,Female,61,100000,350,1,106155,42,54.09378344669567,69,388
No,Student,Female,65,161000,143,1,74151,53,95,39,409
No,Salaried,Female,33,52000,117,1,117406,23,95,38,378
Yes,Salaried,Male,24,54000,553,8,134001,188,49.918289269413556,100,749
No,Salaried,Male,67,80000,266,0,107326,61,79.91688018,38,300
No,Self-Employed,Male,64,142000,178,5,96735,65,71.85660386540437,88,591
No,Self-Employed,Female,42,65000,150,2,44822,47,67.66382330836393,78,425
No,Freelancer,Female,49,146000,192,4,107405,13,54.547280806392074,92,548
No,Self-Employed,Male,23,54000,187,2,150000,67,52.23325583672523,81,413
No,Salaried,Male,52,77000,348,2,147051,30,50.848760705022436,80,436
No,Student,Male,41,93000,400,1,150000,53,72.84545203166215,32,390
Yes,Salaried,Male,63,133000,331,9,98525,165,82.98125986,100,800
No,Salaried,Male,54,90000,67,1,150000,70,73.01491009460415,51,367
No,Salaried,Male,68,95000,412,1,134137,59,78.35396231609971,43,372
Yes,Self-Employed,Female,37,64000,554,7,125688,228,60.43039817389418,100,697
Yes,Self-Employed,Female,57,128000,364,8,150000,323,82.85492897,100,740
Yes,Self-Employed,Female,43,49000,581,6,150000,239,86.69589167008922,95,672
No,Self-Employed,Female,67,35000,309,2,94863,87,81.81959438,35,428
Yes,Salaried,Male,49,141000,446,8,78971,194,72.70569019605969,100,794
No,Salaried,Female,38,52000,380,0,150000,67,95,33,305
No,Freelancer,Male,66,38000,548,5,75470,59,95,82,578
Yes,Salaried,Female,24,64000,215,8,73691,300,71.52326484829226,90,766
Yes,Salaried,Female,68,65000,544,9,140825,316,82.30392270970198,100,830
Yes,Salaried,Male,38,91000,293,6,127773,228,88.25378526621267,88,663
No,Freelancer,Female,68,89000,603,3,122043,17,95,58,476
No,Salaried,Male,61,143000,512,2,133290,97,59.52744637109126,98,412
No,Salaried,Male,23,39000,20,6,74191,328,63.356997688803915,94,645
No,Self-Employed,Male,41,63000,417,0,118402,75,76.41487233910297,21,300
No,Student,Female,33,36000,519,1,59193,99,57.43827551720752,77,407
No,Salaried,Male,43,81000,309,4,106581,44,66.12014473616249,97,553
No,Student,Male,36,80000,378,0,67538,14,95,9,300
No,Salaried,Male,37,32000,277,3,150000,18,53.71662733956776,80,481
Yes,Self-Employed,Other,54,148000,96,8,150000,305,67.60329948016509,90,763
Yes,Salaried,Male,22,39000,455,7,110486,308,76.91155856692956,98,728
No,Unemployed,Male,46,29000,579,5,32834,240,70.69017102,90,616
Yes,Self-Employed,Other,22,27000,285,7,81888,258,48.95776132081062,100,711
Yes,Unemployed,Male,34,52000,89,7,150000,267,41.799231873357286,100,716
No,Salaried,Female,53,97000,419,3,111802,73,58.67792073,100,472
No,Freelancer,Male,44,93000,552,3,96651,55,59.53890786,100,503
No,Unemployed,Male,44,31000,100,2,64451,23,94.44607480072787,46,452
Yes,Self-Employed,Male,44,113000,467,10,150000,228,40,93,850
No,Salaried,Female,28,17000,399,5,78990,90,69.11170278169106,93,611
Yes,Self-Employed,Female,53,151000,271,7,150000,100,93.91621192913249,87,692
No,Unemployed,Female,34,24000,474,0,69848,80,83.66007728301835,23,300
No,Self-Employed,Female,69,117000,127,3,80018,30,95,38,481
No,Salaried,Male,36,75000,293,5,52205,47,56.45788266481763,98,590
Yes,Student,Female,34,46000,435,7,150000,180,50.489549442029166,93,720
No,Self-Employed,Male,18,12000,584,4,58831,95,59.59250183,97,567
Yes,Salaried,Female,67,145000,319,8,87348,186,78.47308363037796,98,792
No,Self-Employed,Male,61,116000,221,6,150000,302,68.16879204579925,100,643
No,Salaried,Female,19,53000,92,2,150000,79,85.63232888,80,457
No,Self-Employed,Male,37,37000,455,1,32304,52,81.39061797760165,50,363
No,Unemployed,Female,25,33000,369,6,99651,325,58.00054029368613,99,640
Yes,Self-Employed,Male,28,42000,285,6,60677,334,94.01135446537742,66,659
No,Salaried,Male,60,69000,510,5,47108,58,68.62788579323168,89,577
No,Salaried,Female,36,72000,526,2,146268,90,80.86525374852242,71,430
No,Salaried,Male,66,139000,23,3,118438,30,95,62,492
No,Salaried,Female,60,140000,309,6,115106,228,89.84763268815763,73,638
No,Unemployed,Female,41,83000,401,5,57582,78,59.57992578801085,82,599
Yes,Student,Female,57,47000,587,6,102177,203,95,53,656
No,Salaried,Female,44,79000,526,5,104548,55,51.16178236598513,100,575
No,Salaried,Female,25,23000,112,6,111285,150,95,100,632
No,Salaried,Male,49,28000,344,0,110429,73,70.35785334577636,61,300
Yes,Self-Employed,Female,67,171000,473,8,120176,192,78.71969331,97,770
No,Salaried,Male,56,132000,488,4,83777,92,72.02793377973506,91,534
No,Self-Employed,Male,36,68000,205,0,128190,72,65.64171442974032,71,346
Yes,Self-Employed,Male,49,107000,374,6,51137,230,79.86772838131978,86,652
No,Unemployed,Male,20,32000,296,6,98935,162,75.64397472084713,84,646
No,Self-Employed,Female,31,77000,30,1,96799,94,80.97475499882708,39,405
